Path: Assets/Logs/Main Camera_log_11_6_25_1.txt
Log Speed: 30
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),1,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),2,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),3,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),4,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),5,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),6,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),7,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),8,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),9,
(0.00, 0.00, -2.77), (0.00000, 0.00000, 0.00000, 1.00000),10,
(-0.37, 0.77, -5.15), (0.00025, -0.96102, -0.00023, -0.27649),11,
(-0.37, 0.77, -5.15), (0.00029, -0.96102, -0.00025, -0.27648),12,
(-0.37, 0.77, -5.15), (0.00029, -0.96101, -0.00025, -0.27650),13,
(-0.37, 0.77, -5.15), (0.00026, -0.96101, -0.00031, -0.27652),14,
(-0.37, 0.77, -5.15), (0.00026, -0.96101, -0.00021, -0.27653),15,
(-0.37, 0.77, -5.15), (0.00027, -0.96101, -0.00021, -0.27652),16,
(-0.37, 0.77, -5.15), (0.00021, -0.96099, -0.00031, -0.27657),17,
(-0.37, 0.77, -5.15), (0.00015, -0.96099, -0.00026, -0.27658),18,
(-0.37, 0.77, -5.15), (0.00021, -0.96101, -0.00024, -0.27651),19,
(-0.37, 0.77, -5.15), (0.00019, -0.96101, -0.00025, -0.27651),20,
(-0.37, 0.77, -5.15), (0.00016, -0.96101, -0.00027, -0.27650),21,
(-0.37, 0.77, -5.15), (0.00015, -0.96101, -0.00027, -0.27651),22,
(-0.37, 0.77, -5.15), (0.00014, -0.96100, -0.00018, -0.27654),23,
(-0.37, 0.77, -5.15), (0.00016, -0.96103, -0.00024, -0.27646),24,
(-0.37, 0.77, -5.15), (0.00018, -0.96101, -0.00017, -0.27650),25,
(-0.37, 0.77, -5.15), (0.00020, -0.96102, -0.00021, -0.27648),26,
(-0.37, 0.77, -5.15), (0.00019, -0.96102, -0.00014, -0.27647),27,
(-0.37, 0.77, -5.15), (0.00016, -0.96102, -0.00022, -0.27649),28,
(-0.37, 0.77, -5.15), (0.00021, -0.96102, -0.00020, -0.27647),29,
(-0.37, 0.77, -5.15), (0.00020, -0.96102, -0.00017, -0.27648),30,
(-0.37, 0.77, -5.15), (0.00019, -0.96102, -0.00015, -0.27647),31,
(-0.37, 0.77, -5.15), (0.00018, -0.96101, -0.00009, -0.27650),32,
(-0.37, 0.77, -5.15), (0.00020, -0.96102, -0.00014, -0.27647),33,
(-0.37, 0.77, -5.15), (0.00022, -0.96103, -0.00015, -0.27645),34,
(-0.37, 0.77, -5.15), (0.00023, -0.96103, -0.00017, -0.27644),35,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),36,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),37,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),38,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),39,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),40,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),41,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),42,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),43,
(-0.37, 0.77, -5.15), (0.00065, -0.96122, -0.00080, -0.27579),44,
(-0.37, 0.77, -5.15), (0.00061, -0.96114, -0.00074, -0.27604),45,
(-0.37, 0.77, -5.15), (0.00178, -0.96118, 0.00016, -0.27592),46,
(-0.37, 0.76, -5.15), (-0.00047, -0.96111, 0.00067, -0.27618),47,
(-0.37, 0.77, -5.15), (0.00062, -0.96105, -0.00140, -0.27637),48,
(-0.37, 0.77, -5.15), (0.00029, -0.96108, -0.00007, -0.27629),49,
(-0.37, 0.77, -5.15), (0.00025, -0.96103, -0.00011, -0.27645),50,
(-0.37, 0.77, -5.15), (0.00022, -0.96102, -0.00017, -0.27648),51,
(-0.37, 0.77, -5.15), (0.00022, -0.96102, -0.00017, -0.27648),52,
(-0.37, 0.77, -5.15), (0.00024, -0.96103, -0.00020, -0.27645),53,
(-0.37, 0.77, -5.15), (0.00027, -0.96102, -0.00022, -0.27647),54,
(-0.37, 0.77, -5.15), (0.00026, -0.96103, -0.00020, -0.27645),55,
(-0.37, 0.76, -5.15), (0.00026, -0.96103, -0.00017, -0.27644),56,
(-0.37, 0.76, -5.15), (0.00026, -0.96102, -0.00013, -0.27648),57,
(-0.37, 0.76, -5.15), (0.00030, -0.96102, -0.00010, -0.27649),58,
(-0.37, 0.76, -5.15), (0.00028, -0.96101, -0.00013, -0.27651),59,
(-0.37, 0.77, -5.15), (0.00029, -0.96100, -0.00013, -0.27653),60,
(-0.37, 0.77, -5.15), (0.00028, -0.96101, -0.00008, -0.27652),61,
(-0.37, 0.77, -5.15), (0.00026, -0.96101, -0.00009, -0.27651),62,
(-0.37, 0.77, -5.15), (0.00028, -0.96101, -0.00007, -0.27651),63,
(-0.37, 0.77, -5.15), (0.00025, -0.96101, -0.00011, -0.27651),64,
(-0.37, 0.77, -5.15), (0.00022, -0.96100, -0.00011, -0.27654),65,
(-0.37, 0.77, -5.15), (0.00022, -0.96100, -0.00014, -0.27656),66,
(-0.37, 0.77, -5.15), (0.00019, -0.96100, -0.00013, -0.27653),67,
(-0.37, 0.77, -5.15), (0.00015, -0.96099, -0.00015, -0.27659),68,
(-0.37, 0.77, -5.15), (0.00011, -0.96099, -0.00019, -0.27657),69,
(-0.37, 0.77, -5.15), (0.00012, -0.96099, -0.00017, -0.27660),70,
(-0.37, 0.77, -5.15), (0.00012, -0.96099, -0.00018, -0.27658),71,
(-0.37, 0.77, -5.15), (0.00002, -0.96098, -0.00019, -0.27661),72,
(-0.37, 0.77, -5.15), (-0.00007, -0.96098, -0.00026, -0.27661),73,
(-0.37, 0.77, -5.15), (-0.00008, -0.96098, -0.00025, -0.27660),74,
(-0.37, 0.77, -5.15), (-0.00007, -0.96099, -0.00023, -0.27660),75,
(-0.37, 0.77, -5.15), (-0.00006, -0.96099, -0.00022, -0.27658),76,
(-0.37, 0.77, -5.15), (-0.00014, -0.96099, -0.00026, -0.27658),77,
(-0.37, 0.77, -5.15), (-0.00009, -0.96099, -0.00027, -0.27659),78,
(-0.37, 0.77, -5.15), (-0.00015, -0.96098, -0.00027, -0.27662),79,
(-0.37, 0.77, -5.15), (-0.00011, -0.96099, -0.00027, -0.27659),80,
(-0.37, 0.77, -5.15), (-0.00011, -0.96099, -0.00040, -0.27659),81,
(-0.37, 0.77, -5.15), (-0.00016, -0.96098, -0.00033, -0.27662),82,
(-0.37, 0.77, -5.15), (-0.00014, -0.96099, -0.00036, -0.27660),83,
(-0.37, 0.77, -5.15), (-0.00013, -0.96099, -0.00035, -0.27658),84,
(-0.37, 0.77, -5.15), (-0.00013, -0.96100, -0.00034, -0.27654),85,
(-0.37, 0.77, -5.15), (-0.00010, -0.96101, -0.00039, -0.27650),86,
(-0.37, 0.77, -5.15), (-0.00016, -0.96101, -0.00031, -0.27652),87,
(-0.37, 0.77, -5.15), (-0.00015, -0.96102, -0.00038, -0.27649),88,
(-0.37, 0.77, -5.15), (-0.00023, -0.96102, -0.00033, -0.27648),89,
(-0.37, 0.77, -5.15), (-0.00019, -0.96102, -0.00035, -0.27649),90,
(-0.37, 0.77, -5.15), (-0.00015, -0.96102, -0.00030, -0.27649),91,
(-0.37, 0.77, -5.15), (-0.00017, -0.96103, -0.00037, -0.27645),92,
(-0.37, 0.77, -5.15), (-0.00016, -0.96102, -0.00044, -0.27646),93,
(-0.37, 0.77, -5.15), (-0.00019, -0.96103, -0.00034, -0.27646),94,
