Path: Assets/Logs/Right Controller_log_11_6_25_2.txt
Log Speed: 30
(-0.09, 0.78, -5.07), (0.06570, -0.92407, 0.37651, -0.00477),53,
(-0.09, 0.78, -5.07), (0.06554, -0.92409, 0.37648, -0.00474),54,
(-0.09, 0.78, -5.07), (0.06492, -0.92414, 0.37648, -0.00451),55,
(-0.09, 0.78, -5.07), (0.06481, -0.92415, 0.37648, -0.00442),56,
(-0.09, 0.78, -5.07), (0.06550, -0.92408, 0.37651, -0.00470),57,
(-0.09, 0.78, -5.07), (0.06555, -0.92407, 0.37653, -0.00467),58,
(-0.09, 0.78, -5.07), (0.06512, -0.92408, 0.37657, -0.00463),59,
(-0.09, 0.78, -5.07), (0.06480, -0.92410, 0.37660, -0.00445),60,
(-0.09, 0.78, -5.07), (0.06524, -0.92407, 0.37659, -0.00458),61,
(-0.09, 0.78, -5.07), (0.06608, -0.92402, 0.37656, -0.00489),62,
(-0.09, 0.78, -5.07), (0.06568, -0.92405, 0.37655, -0.00497),63,
(-0.09, 0.78, -5.07), (0.06467, -0.92412, 0.37657, -0.00451),64,
(-0.09, 0.78, -5.07), (0.06381, -0.92417, 0.37660, -0.00415),65,
(-0.09, 0.78, -5.07), (0.06484, -0.92415, 0.37647, -0.00450),66,
(-0.09, 0.78, -5.07), (0.06613, -0.92412, 0.37631, -0.00516),67,
(-0.09, 0.78, -5.07), (0.06630, -0.92411, 0.37630, -0.00524),68,
(-0.09, 0.78, -5.07), (0.06483, -0.92416, 0.37643, -0.00452),69,
(-0.09, 0.78, -5.07), (0.06380, -0.92421, 0.37650, -0.00416),70,
(-0.09, 0.78, -5.07), (0.06483, -0.92415, 0.37645, -0.00451),71,
(-0.09, 0.78, -5.07), (0.06639, -0.92409, 0.37634, -0.00519),72,
(-0.09, 0.78, -5.07), (0.06631, -0.92408, 0.37637, -0.00517),73,
(-0.09, 0.78, -5.07), (0.06444, -0.92417, 0.37648, -0.00439),74,
(-0.09, 0.78, -5.07), (0.06386, -0.92419, 0.37653, -0.00419),75,
(-0.09, 0.78, -5.07), (0.06498, -0.92414, 0.37646, -0.00463),76,
(-0.09, 0.78, -5.07), (0.06641, -0.92407, 0.37638, -0.00514),77,
(-0.09, 0.78, -5.07), (0.06567, -0.92409, 0.37647, -0.00480),78,
(-0.09, 0.78, -5.07), (0.06431, -0.92414, 0.37657, -0.00434),79,
(-0.09, 0.78, -5.07), (0.06401, -0.92418, 0.37654, -0.00419),80,
(-0.09, 0.78, -5.07), (0.06519, -0.92415, 0.37640, -0.00467),81,
(-0.09, 0.78, -5.07), (0.06591, -0.92406, 0.37649, -0.00487),82,
(-0.09, 0.78, -5.07), (0.06542, -0.92407, 0.37656, -0.00476),83,
(-0.09, 0.78, -5.07), (0.06465, -0.92412, 0.37656, -0.00445),84,
(-0.09, 0.78, -5.07), (0.06419, -0.92417, 0.37654, -0.00422),85,
(-0.09, 0.78, -5.07), (0.06498, -0.92414, 0.37646, -0.00451),86,
(-0.09, 0.78, -5.07), (0.06558, -0.92411, 0.37642, -0.00477),87,
(-0.09, 0.78, -5.07), (0.06542, -0.92411, 0.37645, -0.00472),88,
(-0.09, 0.78, -5.07), (0.06469, -0.92417, 0.37643, -0.00435),89,
(-0.09, 0.78, -5.07), (0.06448, -0.92415, 0.37652, -0.00433),90,
(-0.09, 0.78, -5.07), (0.06430, -0.92411, 0.37667, -0.00424),91,
(-0.09, 0.78, -5.07), (0.06465, -0.92412, 0.37658, -0.00439),92,
(-0.09, 0.78, -5.07), (0.06590, -0.92406, 0.37650, -0.00506),93,
(-0.09, 0.78, -5.07), (0.06657, -0.92406, 0.37637, -0.00529),94,
(-0.09, 0.78, -5.07), (0.06457, -0.92417, 0.37646, -0.00465),95,
(-0.09, 0.78, -5.07), (0.06319, -0.92421, 0.37659, -0.00400),96,
(-0.09, 0.78, -5.07), (0.06448, -0.92422, 0.37636, -0.00455),97,
(-0.09, 0.78, -5.07), (0.06660, -0.92415, 0.37615, -0.00550),98,
(-0.09, 0.78, -5.07), (0.06633, -0.92416, 0.37616, -0.00539),99,
(-0.09, 0.78, -5.07), (0.06379, -0.92428, 0.37631, -0.00440),100,
(-0.09, 0.78, -5.07), (0.06267, -0.92431, 0.37644, -0.00381),101,
(-0.09, 0.78, -5.07), (0.06484, -0.92423, 0.37626, -0.00467),102,
(-0.09, 0.78, -5.07), (0.06706, -0.92412, 0.37614, -0.00540),103,
(-0.09, 0.78, -5.07), (0.06630, -0.92411, 0.37629, -0.00516),104,
(-0.09, 0.78, -5.07), (0.06353, -0.92425, 0.37644, -0.00402),105,
(-0.09, 0.78, -5.07), (0.06328, -0.92426, 0.37647, -0.00384),106,
(-0.09, 0.78, -5.07), (0.06496, -0.92424, 0.37622, -0.00444),107,
(-0.09, 0.78, -5.07), (0.06621, -0.92415, 0.37620, -0.00502),108,
(-0.09, 0.78, -5.07), (0.06544, -0.92418, 0.37627, -0.00466),109,
(-0.09, 0.78, -5.07), (0.06387, -0.92426, 0.37635, -0.00407),110,
(-0.09, 0.78, -5.07), (0.06371, -0.92428, 0.37634, -0.00405),111,
(-0.09, 0.78, -5.07), (0.06488, -0.92427, 0.37615, -0.00452),112,
(-0.09, 0.78, -5.07), (0.06597, -0.92420, 0.37613, -0.00491),113,
(-0.09, 0.78, -5.07), (0.06606, -0.92421, 0.37608, -0.00498),114,
(-0.09, 0.78, -5.07), (0.06492, -0.92420, 0.37633, -0.00461),115,
(-0.09, 0.78, -5.07), (0.06308, -0.92428, 0.37645, -0.00392),116,
(-0.09, 0.78, -5.07), (0.06245, -0.92431, 0.37648, -0.00376),117,
(-0.09, 0.78, -5.07), (0.06444, -0.92423, 0.37633, -0.00443),118,
(-0.09, 0.78, -5.07), (0.06742, -0.92410, 0.37611, -0.00557),119,
(-0.09, 0.78, -5.07), (0.06722, -0.92412, 0.37610, -0.00541),120,
(-0.09, 0.78, -5.07), (0.06402, -0.92427, 0.37631, -0.00413),121,
(-0.09, 0.78, -5.07), (0.06145, -0.92438, 0.37648, -0.00296),122,
(-0.09, 0.78, -5.07), (0.06272, -0.92431, 0.37645, -0.00353),123,
(-0.09, 0.78, -5.07), (0.06651, -0.92412, 0.37623, -0.00508),124,
(-0.09, 0.78, -5.07), (0.06730, -0.92411, 0.37611, -0.00547),125,
(-0.09, 0.78, -5.07), (0.06480, -0.92418, 0.37640, -0.00448),126,
(-0.09, 0.78, -5.07), (0.06240, -0.92429, 0.37653, -0.00346),127,
(-0.09, 0.78, -5.07), (0.06361, -0.92423, 0.37649, -0.00396),128,
(-0.09, 0.78, -5.07), (0.06562, -0.92419, 0.37622, -0.00482),129,
(-0.09, 0.78, -5.07), (0.06594, -0.92421, 0.37612, -0.00507),130,
(-0.09, 0.78, -5.07), (0.06414, -0.92429, 0.37623, -0.00434),131,
(-0.09, 0.78, -5.07), (0.06357, -0.92430, 0.37631, -0.00409),132,
(-0.09, 0.78, -5.07), (0.06447, -0.92425, 0.37628, -0.00444),133,
(-0.09, 0.78, -5.07), (0.06501, -0.92426, 0.37616, -0.00469),134,
(-0.09, 0.78, -5.07), (0.06423, -0.92425, 0.37631, -0.00443),135,
(-0.09, 0.78, -5.07), (0.06429, -0.92423, 0.37637, -0.00434),136,
(-0.09, 0.78, -5.07), (0.06516, -0.92421, 0.37625, -0.00470),137,
(-0.09, 0.78, -5.07), (0.06497, -0.92423, 0.37625, -0.00469),138,
(-0.09, 0.78, -5.07), (0.06381, -0.92424, 0.37642, -0.00418),139,
(-0.09, 0.78, -5.07), (0.06351, -0.92421, 0.37653, -0.00406),140,
(-0.09, 0.78, -5.07), (0.06508, -0.92418, 0.37634, -0.00457),141,
(-0.09, 0.78, -5.07), (0.06627, -0.92411, 0.37630, -0.00507),142,
(-0.09, 0.78, -5.07), (0.06504, -0.92416, 0.37640, -0.00457),143,
(-0.09, 0.78, -5.07), (0.06298, -0.92423, 0.37658, -0.00375),144,
(-0.09, 0.78, -5.07), (0.06293, -0.92421, 0.37664, -0.00375),145,
(-0.09, 0.78, -5.07), (0.06570, -0.92411, 0.37641, -0.00481),146,
(-0.09, 0.78, -5.07), (0.06646, -0.92405, 0.37643, -0.00516),147,
(-0.09, 0.78, -5.07), (0.06503, -0.92414, 0.37645, -0.00462),148,
(-0.09, 0.78, -5.07), (0.06251, -0.92423, 0.37668, -0.00367),149,
(-0.09, 0.78, -5.07), (0.06333, -0.92415, 0.37673, -0.00391),150,
(-0.09, 0.78, -5.07), (0.06555, -0.92412, 0.37642, -0.00475),151,
(-0.09, 0.78, -5.07), (0.06626, -0.92408, 0.37638, -0.00514),152,
(-0.09, 0.78, -5.07), (0.06437, -0.92415, 0.37654, -0.00427),153,
(-0.09, 0.78, -5.07), (0.06293, -0.92421, 0.37665, -0.00365),154,
(-0.09, 0.78, -5.07), (0.06359, -0.92420, 0.37657, -0.00381),155,
(-0.09, 0.78, -5.07), (0.06558, -0.92409, 0.37647, -0.00466),156,
(-0.09, 0.78, -5.07), (0.06577, -0.92410, 0.37642, -0.00480),157,
(-0.09, 0.78, -5.07), (0.06417, -0.92416, 0.37657, -0.00416),158,
(-0.09, 0.78, -5.07), (0.06314, -0.92423, 0.37657, -0.00382),159,
(-0.09, 0.78, -5.07), (0.06390, -0.92422, 0.37646, -0.00414),160,
(-0.09, 0.78, -5.07), (0.06505, -0.92419, 0.37633, -0.00463),161,
(-0.09, 0.78, -5.07), (0.06512, -0.92414, 0.37644, -0.00459),162,
(-0.09, 0.78, -5.07), (0.06412, -0.92419, 0.37648, -0.00424),163,
(-0.09, 0.78, -5.07), (0.06368, -0.92420, 0.37654, -0.00406),164,
(-0.09, 0.78, -5.07), (0.06428, -0.92417, 0.37651, -0.00432),165,
(-0.09, 0.78, -5.07), (0.06449, -0.92419, 0.37644, -0.00442),166,
(-0.09, 0.78, -5.07), (0.06441, -0.92417, 0.37650, -0.00440),167,
(-0.09, 0.78, -5.07), (0.06417, -0.92422, 0.37640, -0.00441),168,
(-0.09, 0.78, -5.07), (0.06438, -0.92422, 0.37636, -0.00448),169,
(-0.09, 0.78, -5.07), (0.06420, -0.92420, 0.37645, -0.00434),170,
(-0.09, 0.78, -5.07), (0.06398, -0.92420, 0.37648, -0.00413),171,
(-0.09, 0.78, -5.07), (0.06416, -0.92417, 0.37653, -0.00427),172,
(-0.09, 0.78, -5.07), (0.06473, -0.92417, 0.37644, -0.00448),173,
(-0.09, 0.78, -5.07), (0.06485, -0.92413, 0.37650, -0.00451),174,
(-0.09, 0.78, -5.07), (0.06392, -0.92420, 0.37650, -0.00416),175,
(-0.09, 0.78, -5.07), (0.06354, -0.92417, 0.37664, -0.00398),176,
(-0.09, 0.78, -5.07), (0.06439, -0.92413, 0.37658, -0.00435),177,
(-0.09, 0.78, -5.07), (0.06510, -0.92413, 0.37647, -0.00465),178,
(-0.09, 0.78, -5.07), (0.06486, -0.92413, 0.37651, -0.00456),179,
(-0.09, 0.78, -5.07), (0.06375, -0.92416, 0.37663, -0.00413),180,
(-0.09, 0.78, -5.07), (0.06352, -0.92422, 0.37652, -0.00407),181,
(-0.09, 0.78, -5.07), (0.06470, -0.92417, 0.37643, -0.00443),182,
(-0.09, 0.78, -5.07), (0.06559, -0.92411, 0.37641, -0.00484),183,
(-0.09, 0.78, -5.07), (0.06503, -0.92415, 0.37644, -0.00460),184,
(-0.09, 0.78, -5.07), (0.06358, -0.92421, 0.37654, -0.00397),185,
(-0.09, 0.78, -5.07), (0.06342, -0.92420, 0.37658, -0.00392),186,
(-0.09, 0.78, -5.07), (0.06433, -0.92417, 0.37651, -0.00428),187,
(-0.09, 0.78, -5.07), (0.06546, -0.92412, 0.37643, -0.00475),188,
(-0.09, 0.78, -5.07), (0.06526, -0.92413, 0.37645, -0.00463),189,
(-0.09, 0.78, -5.07), (0.06419, -0.92417, 0.37652, -0.00419),190,
(-0.09, 0.78, -5.07), (0.06371, -0.92420, 0.37654, -0.00401),191,
(-0.09, 0.78, -5.07), (0.06453, -0.92416, 0.37649, -0.00429),192,
(-0.09, 0.78, -5.07), (0.06520, -0.92417, 0.37634, -0.00478),193,
(-0.09, 0.78, -5.07), (0.06501, -0.92417, 0.37637, -0.00476),194,
(-0.09, 0.78, -5.07), (0.06426, -0.92421, 0.37640, -0.00447),195,
(-0.09, 0.78, -5.07), (0.06410, -0.92423, 0.37640, -0.00450),196,
(-0.09, 0.78, -5.07), (0.06454, -0.92421, 0.37637, -0.00461),197,
(-0.09, 0.78, -5.07), (0.06489, -0.92424, 0.37622, -0.00472),198,
(-0.09, 0.78, -5.07), (0.06485, -0.92423, 0.37627, -0.00466),199,
(-0.09, 0.78, -5.07), (0.06474, -0.92413, 0.37652, -0.00448),200,
(-0.09, 0.78, -5.07), (0.06454, -0.92414, 0.37654, -0.00440),201,
(-0.09, 0.78, -5.07), (0.06457, -0.92416, 0.37649, -0.00432),202,
(-0.09, 0.78, -5.07), (0.06460, -0.92413, 0.37655, -0.00436),203,
(-0.09, 0.78, -5.07), (0.06476, -0.92412, 0.37654, -0.00432),204,
(-0.09, 0.78, -5.07), (0.06492, -0.92410, 0.37658, -0.00437),205,
(-0.09, 0.78, -5.07), (0.06480, -0.92415, 0.37648, -0.00430),206,
(-0.09, 0.78, -5.07), (0.06426, -0.92414, 0.37660, -0.00411),207,
(-0.09, 0.78, -5.07), (0.06418, -0.92417, 0.37654, -0.00407),208,
(-0.09, 0.78, -5.07), (0.06471, -0.92413, 0.37653, -0.00426),209,
(-0.09, 0.78, -5.07), (0.06516, -0.92412, 0.37649, -0.00443),210,
(-0.09, 0.78, -5.07), (0.06473, -0.92413, 0.37653, -0.00431),211,
(-0.09, 0.78, -5.07), (0.06389, -0.92417, 0.37659, -0.00407),212,
(-0.09, 0.78, -5.07), (0.06391, -0.92417, 0.37657, -0.00416),213,
(-0.09, 0.78, -5.07), (0.06477, -0.92413, 0.37652, -0.00433),214,
(-0.09, 0.78, -5.07), (0.06529, -0.92406, 0.37660, -0.00451),215,
(-0.09, 0.78, -5.07), (0.06472, -0.92410, 0.37662, -0.00423),216,
(-0.09, 0.78, -5.07), (0.06394, -0.92411, 0.37673, -0.00390),217,
(-0.09, 0.78, -5.07), (0.06431, -0.92407, 0.37675, -0.00393),218,
(-0.09, 0.78, -5.07), (0.06493, -0.92406, 0.37666, -0.00432),219,
(-0.09, 0.78, -5.07), (0.06522, -0.92408, 0.37656, -0.00446),220,
(-0.09, 0.78, -5.07), (0.06462, -0.92414, 0.37654, -0.00423),221,
(-0.09, 0.78, -5.07), (0.06400, -0.92415, 0.37661, -0.00401),222,
(-0.09, 0.78, -5.07), (0.06427, -0.92406, 0.37678, -0.00415),223,
(-0.09, 0.78, -5.07), (0.06495, -0.92404, 0.37672, -0.00439),224,
(-0.09, 0.78, -5.07), (0.06506, -0.92403, 0.37672, -0.00435),225,
(-0.09, 0.78, -5.07), (0.06459, -0.92401, 0.37685, -0.00426),226,
(-0.09, 0.78, -5.07), (0.06430, -0.92406, 0.37677, -0.00410),227,
(-0.09, 0.78, -5.07), (0.06467, -0.92402, 0.37682, -0.00445),228,
(-0.09, 0.78, -5.07), (0.06491, -0.92407, 0.37665, -0.00445),229,
(-0.09, 0.78, -5.07), (0.06466, -0.92410, 0.37660, -0.00440),230,
(-0.09, 0.78, -5.07), (0.06457, -0.92411, 0.37660, -0.00439),231,
(-0.09, 0.78, -5.07), (0.06461, -0.92409, 0.37664, -0.00444),232,
(-0.09, 0.78, -5.07), (0.06472, -0.92412, 0.37657, -0.00444),233,
(-0.09, 0.78, -5.07), (0.06463, -0.92409, 0.37666, -0.00430),234,
(-0.09, 0.78, -5.07), (0.06445, -0.92411, 0.37662, -0.00435),235,
(-0.09, 0.78, -5.07), (0.06479, -0.92409, 0.37662, -0.00446),236,
(-0.09, 0.78, -5.07), (0.06495, -0.92407, 0.37664, -0.00449),237,
(-0.09, 0.78, -5.07), (0.06471, -0.92409, 0.37664, -0.00440),238,
(-0.09, 0.78, -5.07), (0.06437, -0.92413, 0.37659, -0.00419),239,
(-0.09, 0.78, -5.07), (0.06443, -0.92417, 0.37648, -0.00420),240,
(-0.09, 0.78, -5.07), (0.06475, -0.92414, 0.37651, -0.00436),241,
(-0.09, 0.78, -5.07), (0.06486, -0.92416, 0.37644, -0.00445),242,
(-0.09, 0.78, -5.07), (0.06429, -0.92418, 0.37650, -0.00420),243,
(-0.09, 0.78, -5.07), (0.06401, -0.92422, 0.37645, -0.00410),244,
(-0.09, 0.78, -5.07), (0.06417, -0.92421, 0.37643, -0.00431),245,
(-0.09, 0.78, -5.07), (0.06466, -0.92420, 0.37638, -0.00449),246,
(-0.09, 0.78, -5.07), (0.06478, -0.92418, 0.37641, -0.00449),247,
(-0.09, 0.78, -5.07), (0.06424, -0.92424, 0.37634, -0.00428),248,
(-0.09, 0.78, -5.07), (0.06421, -0.92419, 0.37646, -0.00420),249,
(-0.09, 0.78, -5.07), (0.06426, -0.92418, 0.37650, -0.00426),250,
(-0.09, 0.78, -5.07), (0.06457, -0.92418, 0.37644, -0.00434),251,
(-0.09, 0.78, -5.07), (0.06479, -0.92405, 0.37672, -0.00438),252,
(-0.09, 0.78, -5.07), (0.06463, -0.92410, 0.37663, -0.00434),253,
(-0.09, 0.78, -5.07), (0.06451, -0.92408, 0.37668, -0.00424),254,
(-0.09, 0.78, -5.07), (0.06446, -0.92407, 0.37674, -0.00425),255,
(-0.09, 0.78, -5.07), (0.06490, -0.92402, 0.37676, -0.00433),256,
(-0.09, 0.78, -5.07), (0.06485, -0.92399, 0.37685, -0.00432),257,
(-0.09, 0.78, -5.07), (0.06460, -0.92405, 0.37675, -0.00410),258,
(-0.09, 0.78, -5.07), (0.06465, -0.92403, 0.37680, -0.00409),259,
(-0.09, 0.78, -5.07), (0.06495, -0.92406, 0.37666, -0.00416),260,
(-0.09, 0.78, -5.07), (0.06478, -0.92415, 0.37647, -0.00428),261,
(-0.09, 0.78, -5.07), (0.06471, -0.92422, 0.37632, -0.00431),262,
(-0.09, 0.78, -5.07), (0.06438, -0.92416, 0.37651, -0.00421),263,
(-0.09, 0.78, -5.07), (0.06435, -0.92417, 0.37650, -0.00423),264,
(-0.09, 0.78, -5.07), (0.06461, -0.92414, 0.37654, -0.00432),265,
(-0.09, 0.78, -5.07), (0.06467, -0.92415, 0.37649, -0.00442),266,
(-0.09, 0.78, -5.07), (0.06443, -0.92418, 0.37646, -0.00429),267,
(-0.09, 0.78, -5.07), (0.06405, -0.92417, 0.37654, -0.00420),268,
(-0.09, 0.78, -5.07), (0.06430, -0.92419, 0.37647, -0.00423),269,
(-0.09, 0.78, -5.07), (0.06452, -0.92414, 0.37655, -0.00439),270,
(-0.09, 0.78, -5.07), (0.06454, -0.92414, 0.37654, -0.00451),271,
(-0.09, 0.78, -5.07), (0.06405, -0.92415, 0.37659, -0.00438),272,
(-0.09, 0.78, -5.07), (0.06394, -0.92420, 0.37650, -0.00436),273,
(-0.09, 0.78, -5.07), (0.06427, -0.92413, 0.37662, -0.00454),274,
(-0.09, 0.78, -5.07), (0.06450, -0.92411, 0.37661, -0.00452),275,
(-0.09, 0.78, -5.07), (0.06438, -0.92408, 0.37670, -0.00443),276,
(-0.09, 0.78, -5.07), (0.06391, -0.92412, 0.37669, -0.00425),277,
(-0.09, 0.78, -5.07), (0.06421, -0.92412, 0.37665, -0.00439),278,
(-0.09, 0.78, -5.07), (0.06456, -0.92411, 0.37660, -0.00466),279,
(-0.09, 0.78, -5.07), (0.06461, -0.92417, 0.37646, -0.00460),280,
(-0.09, 0.78, -5.07), (0.06403, -0.92415, 0.37659, -0.00436),281,
(-0.09, 0.78, -5.07), (0.06356, -0.92421, 0.37653, -0.00422),282,
(-0.09, 0.78, -5.07), (0.06414, -0.92419, 0.37648, -0.00456),283,
(-0.09, 0.78, -5.07), (0.06482, -0.92417, 0.37642, -0.00473),284,
(-0.09, 0.78, -5.07), (0.06436, -0.92414, 0.37655, -0.00459),285,
(-0.09, 0.78, -5.07), (0.06376, -0.92416, 0.37663, -0.00415),286,
(-0.09, 0.78, -5.07), (0.06386, -0.92416, 0.37660, -0.00407),287,
(-0.09, 0.78, -5.07), (0.06470, -0.92412, 0.37656, -0.00446),288,
(-0.09, 0.78, -5.07), (0.06505, -0.92407, 0.37661, -0.00445),289,
(-0.09, 0.78, -5.07), (0.06431, -0.92408, 0.37673, -0.00411),290,
(-0.09, 0.78, -5.07), (0.06391, -0.92410, 0.37675, -0.00382),291,
(-0.09, 0.78, -5.07), (0.06434, -0.92412, 0.37664, -0.00388),292,
(-0.09, 0.78, -5.07), (0.06512, -0.92400, 0.37678, -0.00426),293,
(-0.09, 0.78, -5.07), (0.06500, -0.92394, 0.37695, -0.00414),294,
(-0.09, 0.78, -5.07), (0.06446, -0.92400, 0.37691, -0.00389),295,
(-0.09, 0.78, -5.07), (0.06428, -0.92399, 0.37695, -0.00381),296,
(-0.09, 0.78, -5.07), (0.06439, -0.92376, 0.37749, -0.00396),297,
(-0.09, 0.78, -5.07), (0.06474, -0.92367, 0.37765, -0.00436),298,
(-0.09, 0.78, -5.07), (0.06423, -0.92376, 0.37753, -0.00426),299,
(-0.09, 0.78, -5.07), (0.06386, -0.92378, 0.37753, -0.00426),300,
(-0.09, 0.78, -5.07), (0.06390, -0.92382, 0.37744, -0.00425),301,
(-0.09, 0.78, -5.07), (0.06442, -0.92382, 0.37733, -0.00442),302,
(-0.09, 0.78, -5.07), (0.06421, -0.92379, 0.37745, -0.00432),303,
(-0.09, 0.78, -5.07), (0.06392, -0.92380, 0.37749, -0.00423),304,
(-0.09, 0.78, -5.07), (0.06381, -0.92388, 0.37731, -0.00427),305,
(-0.09, 0.78, -5.07), (0.06392, -0.92389, 0.37725, -0.00444),306,
(-0.09, 0.78, -5.07), (0.06412, -0.92389, 0.37723, -0.00451),307,
(-0.09, 0.78, -5.07), (0.06371, -0.92399, 0.37704, -0.00450),308,
(-0.09, 0.78, -5.07), (0.06367, -0.92400, 0.37702, -0.00446),309,
(-0.09, 0.78, -5.07), (0.06368, -0.92400, 0.37702, -0.00439),310,
(-0.09, 0.78, -5.07), (0.06378, -0.92401, 0.37700, -0.00442),311,
(-0.09, 0.78, -5.07), (0.06373, -0.92401, 0.37699, -0.00434),312,
(-0.09, 0.78, -5.07), (0.06341, -0.92403, 0.37700, -0.00423),313,
(-0.09, 0.78, -5.07), (0.06371, -0.92405, 0.37691, -0.00424),314,
(-0.09, 0.78, -5.07), (0.06403, -0.92404, 0.37688, -0.00433),315,
(-0.09, 0.78, -5.07), (0.06408, -0.92412, 0.37666, -0.00423),316,
(-0.09, 0.78, -5.07), (0.06387, -0.92411, 0.37672, -0.00404),317,
(-0.09, 0.78, -5.07), (0.06374, -0.92416, 0.37663, -0.00415),318,
(-0.09, 0.78, -5.07), (0.06402, -0.92414, 0.37662, -0.00421),319,
(-0.09, 0.78, -5.07), (0.06418, -0.92414, 0.37661, -0.00424),320,
(-0.09, 0.78, -5.07), (0.06387, -0.92417, 0.37659, -0.00406),321,
(-0.09, 0.78, -5.07), (0.06370, -0.92420, 0.37654, -0.00405),322,
